MC-SIN,1,6849.8561457981,7158.3161289867,7180.2157482698,7930.1702677823,7774.8170709274,7802.1690845279,7427.0626844109
MC-SIN,2,6620.0441229716,6907.0547493429,6932.8632181446,7656.6199616714,7491.8918182205,7512.896021649,7122.7766444108
MC-SIN,3,6466.3101244899,6754.5344617579,6764.2370679854,7464.7084325093,7304.3247306146,7317.3635616036,6929.4917409258
MC-SIN,4,6395.965065308,6683.144164767,6691.0137123845,7380.3224508458,7198.3725618393,7232.3023500816,6796.2507062423
MC-SIN,5,6486.2695846016,6758.8378329564,6786.9032880483,7445.1450647227,7279.2190830348,7228.4805076912,6728.1609093008
MC-SIN,6,6651.8345293009,6900.6565769088,6942.1572234133,7581.7648539209,7404.2489239719,7261.4947885844,6608.8311649233
MC-SIN,7,6964.6080014903,7195.7120576168,7200.7589798693,7823.5681140632,7665.1014692935,7341.0328401911,6430.1673648594
MC-SIN,8,7606.4249278006,7821.5182190496,7813.1512804427,8456.9468104156,8301.4117835241,7849.9380134569,6702.241632883
MC-SIN,9,8177.9181380565,8306.2435064225,8335.6554356972,9009.4390072325,8838.0136020852,8400.6879744606,7072.0452910642
MC-SIN,10,8552.940453493,8648.8170675545,8677.4759425543,9363.8366692764,9191.6510099091,8818.0900826099,7423.9926348834
MC-SIN,11,8906.1636443485,8999.3077795777,9006.056793462,9728.509929707,9539.997792097,9135.5429867402,7705.7312313643
MC-SIN,12,9191.3435739334,9273.4697821558,9303.6500703193,10065.4163705758,9840.0989867008,9330.2311286447,7934.816032668
MC-SIN,13,9202.9596168818,9281.9366170138,9271.209204545,10026.7814413789,9828.1510527073,9301.0789861892,8064.5969056626
MC-SIN,14,9191.0722913859,9266.8843850166,9255.6817124208,10040.8142931892,9841.7638690782,9185.3946523481,8052.5983973395
MC-SIN,15,9206.7013342342,9292.0293730595,9300.2333549037,10094.9459869949,9856.1231327493,9019.6184358759,7907.0736648423
MC-SIN,16,9138.5342673034,9230.0349246018,9262.8652144732,10039.3905050274,9794.0482925705,8918.1184905916,7774.7542768029
MC-SIN,17,8920.3755794431,9002.1764223672,9040.3761136971,9781.228323865,9546.0788951995,8744.2982599495,7655.6118497223
MC-SIN,18,8723.1511347641,8820.5153587223,8861.0607563824,9556.2140822436,9321.2741949035,8689.1935919478,7745.8436417496
MC-SIN,19,9846.1949893632,9890.8902837094,9887.8357310112,10653.9082354253,10383.8597663741,9840.460262584,9123.4978129963
MC-SIN,20,10070.0009359431,10093.6613519033,10058.7722357949,10886.1526954365,10574.7122614547,10032.959839265,9360.1719889265
MC-SIN,21,9899.2290944253,9948.3583340664,9896.0462641714,10665.8170998868,10398.949087598,9818.4822496687,9288.2916340931
MC-SIN,22,8926.7152730752,9041.8302803106,8982.5555410367,9832.5764850942,9606.4795936002,9013.3523323437,8631.6956644602
MC-SIN,23,8296.2868168334,8428.068690203,8362.6217188604,9206.1244650701,9014.3334921774,8476.6169470373,8178.247584979
MC-SIN,24,7671.7752823256,7794.1241764472,7747.6975730584,8545.7068234976,8380.239241189,7959.533315565,7661.904053620
