MC-SIN,1,6643.3114209196,7185.5524058306,7276.6570319458,7272.3036455713,7207.9701915094,7286.172510373,6878.2672715503
MC-SIN,2,6410.6573602113,6925.0416885005,7013.9529312523,6993.5337951423,6956.4676554721,7013.4002365857,6591.379801749
MC-SIN,3,6244.5355802917,6754.350558297,6856.9607193555,6816.2108483991,6784.1019762128,6837.2097901203,6401.5944235414
MC-SIN,4,6158.0047596279,6678.6915273356,6791.3896623458,6739.6521628697,6709.5266851948,6742.9294515046,6314.377307246
MC-SIN,5,6206.8876166319,6757.6785137456,6899.1824063756,6845.2167995559,6825.0077606944,6774.1092778971,6257.5248389167
MC-SIN,6,6229.1543872075,6910.7323333809,7054.2658383958,7001.314036456,6960.1994998022,6823.2655273878,6148.3269886482
MC-SIN,7,6346.6777451169,7172.1258147325,7314.159446125,7277.4296005717,7256.0156365102,6937.1485745936,6047.506811522
MC-SIN,8,6773.0743084564,7810.4043746784,7984.495539205,7945.2853956853,7873.9938436476,7443.3605225765,6368.7112973689
MC-SIN,9,7163.6012344765,8355.9328772671,8504.6651935465,8448.1713226537,8431.8330024073,7985.1725711313,6767.068064842
MC-SIN,10,7488.7804866001,8697.4171835603,8866.4228323177,8810.8716605534,8788.1263725159,8353.9615507952,7115.7744787009
MC-SIN,11,7793.1944468172,9040.7866050732,9175.0873392268,9167.3884938807,9112.4012829631,8659.7532026156,7416.6003288131
MC-SIN,12,8053.6823178325,9314.5452578258,9436.8014823041,9451.9027402432,9398.9594913311,8879.3990936238,7661.0999404129
MC-SIN,13,8153.9866554753,9315.1642720381,9420.9013330372,9439.208605476,9373.7285181202,8852.4365361619,7754.6015203941
MC-SIN,14,8085.7442069744,9290.3207583815,9411.031821459,9410.4253554514,9343.5950959902,8714.1572955876,7736.7248318816
MC-SIN,15,8025.5585729192,9300.9026216734,9431.2894100478,9456.7301057873,9379.9470599112,8554.4062209623,7628.238953824
MC-SIN,16,7924.9285619728,9244.8664626251,9377.214309346,9414.2134879651,9324.9376978032,8416.9166293666,7524.0345102008
MC-SIN,17,7788.0582634481,9032.9765737139,9167.0076247771,9190.3407534637,9123.4091312156,8265.7567731639,7349.420331478
MC-SIN,18,7863.3856854052,8963.1658134626,9122.3112339875,9114.9521925961,9046.5852988141,8366.4370862819,7553.0337742323
MC-SIN,19,8908.756089014,9931.702830765,10236.8072432486,10160.965735786,10063.1862947165,9449.4301925573,8799.3478874745
MC-SIN,20,9089.1596778666,10015.1215572117,10301.7793059698,10260.5896439362,10132.1732602152,9548.1099762107,8945.0666591189
MC-SIN,21,8959.8226425515,9797.8256423455,10105.7066854261,10037.9264675208,9905.7991556207,9326.4186498539,8834.6385977625
MC-SIN,22,8207.6906814929,8948.3698701799,9090.9734721324,9084.1404615215,9009.2297944485,8387.6067846445,8088.6467830728
MC-SIN,23,7665.1854188184,8322.0894411392,8438.8149131917,8441.7894464797,8397.0149074154,7862.5107661171,7665.5491744076
MC-SIN,24,7176.7881022371,7711.1718355082,7823.3872769912,7777.2663603714,7772.2582526906,7365.9791360665,7173.158899022
