MC-SIN,1,6958.0330868399,7241.3700015308,7195.6269286567,6962.4336236492,6773.5382050134,7027.626230397,7013.0433116883
MC-SIN,2,6697.7052913916,6995.1310750365,6946.2171996331,6698.749375508,6520.1109570691,6771.4849272029,6710.5222458728
MC-SIN,3,6527.2358901411,6816.999240881,6767.5983066704,6502.5405443389,6314.4174123725,6582.9728996504,6495.4374512725
MC-SIN,4,6461.4881523475,6724.6484796932,6684.7367406161,6424.2922435502,6147.4276720518,6471.7267122715,6365.3553600092
MC-SIN,5,6565.1111611766,6791.1242683935,6754.0550300903,6464.6744364565,6061.0752246446,6501.8401807077,6307.8125891178
MC-SIN,6,6789.3484807106,6957.3087699843,6970.9736874014,6614.3899757254,5985.139650946,6591.5654225542,6229.8571826867
MC-SIN,7,7058.8822558172,7156.1223486987,7181.2394024397,6678.1219029664,5733.1340216553,6642.2236298996,6062.1744676253
MC-SIN,8,7726.5234470907,7721.1919211837,7807.6943421095,7142.0559598694,5923.2698566182,7108.9761920989,6329.8836512702
MC-SIN,9,8329.9236767329,8272.8097544858,8295.5265978159,7651.1279673527,6183.1929494132,7635.4156395711,6699.0383133731
MC-SIN,10,8695.6474756464,8648.005489744,8647.7137549681,8004.9457130173,6482.5969653914,7992.7906919285,7064.0900372635
MC-SIN,11,9010.4193375978,8961.1259343614,8997.0317371758,8300.4660876081,6788.0826708459,8303.93281254,7351.9008414724
MC-SIN,12,9331.4217670197,9268.6421552352,9257.3257545697,8528.3950221636,7021.5485118691,8510.4826880439,7603.7541486848
MC-SIN,13,9334.8038745121,9263.2719243703,9260.784253488,8511.0258906243,7127.6794154587,8506.8024616401,7715.0593295715
MC-SIN,14,9354.9343346767,9235.4051988368,9229.2134589,8436.9238180323,7106.6448070596,8419.5403973032,7701.1318652346
MC-SIN,15,9440.558470127,9293.2781652443,9301.2284683787,8379.8651271345,7037.741478525,8305.488449118,7591.9441890978
MC-SIN,16,9394.3455447232,9248.3352195861,9266.6867732199,8325.9495839585,6956.7625695014,8213.4786308394,7473.7560934911
MC-SIN,17,9222.9280942928,9056.024017191,9083.6646514416,8187.1015771617,6889.6820237772,8076.7070765677,7397.9616864252
MC-SIN,18,9040.1385866837,8928.6268043929,8913.0119987724,8121.0937660956,6971.6982639129,8139.8311438967,7525.2583667981
MC-SIN,19,10103.759916979,10037.3468312937,10017.0368147619,9282.5394343856,8229.765593336,9317.4694342398,8771.8740430388
MC-SIN,20,10161.7385101347,10128.4652053642,10037.2076152558,9348.3407358734,8458.597905686,9390.0597589193,8945.258359271
MC-SIN,21,9882.9836410691,9950.1263966879,9835.2140322075,9059.790834942,8326.4610859399,9216.1928985589,8825.3219144392
MC-SIN,22,9040.2510518507,9109.4929328251,9009.3524259505,8254.8436355166,7684.9554470529,8387.940704515,8190.7067719154
MC-SIN,23,8406.9273144845,8438.711658761,8387.7711476748,7774.2368440793,7255.0623767483,7834.8327054504,7768.3499338817
MC-SIN,24,7726.6741020807,7749.8866787692,7811.9832973928,7333.1808150848,6761.0718568612,7327.632242173,7269.580987756
