Tech, costo baterías [USD/MWh], costo electrónica de potencia [USD/MW], costos de equipos AC [USD/MW], Costo de     construcción y puesta en servicio [USD/MWh], costo del predio [USD], costos de licenciamiento [USD], tarifa de     conexión [USD/MW]
Li-Ion, 209000, 70000, 100000, 101000, 250000, 50000, 30000
New, ,,,,,,
